Timestamp,Date,Time,Crab Legolas PTS,Crab Legolas PROJ,Crab Legolas WPCT,Two Minute Excadrill PTS,Two Minute Excadrill PROJ,Two Minute Excadrill WPCT,Island of Misfit Boys PTS,Island of Misfit Boys PROJ,Island of Misfit Boys WPCT,Neon Cactus TNF PTS,Neon Cactus TNF PROJ,Neon Cactus TNF WPCT,The Mania PTS,The Mania PROJ,The Mania WPCT,Mean Bean Disappointments PTS,Mean Bean Disappointments PROJ,Mean Bean Disappointments WPCT,NoRtHwEsTeRn WaLk SiGn PTS,NoRtHwEsTeRn WaLk SiGn PROJ,NoRtHwEsTeRn WaLk SiGn WPCT,Sandbaggers PTS,Sandbaggers PROJ,Sandbaggers WPCT,Jake the Dog PTS,Jake the Dog PROJ,Jake the Dog WPCT,Carrie's Quads PTS,Carrie's Quads PROJ,Carrie's Quads WPCT,The Chop Block PTS,The Chop Block PROJ,The Chop Block WPCT,Third Down Syndrome PTS,Third Down Syndrome PROJ,Third Down Syndrome WPCT
1757038242,2025-09-04,19:10:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.5700000000000001,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.47,12.00,116.94,0.47,14.20,127.65,0.53,10.60,113.70,0.42999999999999994,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038302,2025-09-04,19:11:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.5700000000000001,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.47,12.00,116.94,0.47,14.20,127.65,0.53,10.60,113.70,0.42999999999999994,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038362,2025-09-04,19:12:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.5700000000000001,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.47,12.00,116.94,0.47,14.20,127.65,0.53,10.60,113.70,0.42999999999999994,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038422,2025-09-04,19:13:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.5700000000000001,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.47,12.00,116.94,0.47,14.20,127.65,0.53,10.60,113.70,0.42999999999999994,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038482,2025-09-04,19:14:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.48,12.00,116.94,0.47,14.20,127.65,0.52,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038542,2025-09-04,19:15:42,0.00,119.04,0.56,8.00,118.10,0.58,0.00,112.49,0.51,23.74,116.67,0.56,0.00,112.41,0.43999999999999995,5.38,113.08,0.4,0.00,118.76,0.49,12.00,115.75,0.49,14.20,126.10,0.51,10.60,113.35,0.43999999999999995,0.00,118.86,0.6,0.00,111.79,0.42000000000000004
1757038602,2025-09-04,19:16:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038662,2025-09-04,19:17:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038722,2025-09-04,19:18:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038782,2025-09-04,19:19:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038842,2025-09-04,19:20:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038902,2025-09-04,19:21:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757038962,2025-09-04,19:22:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039022,2025-09-04,19:23:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.53,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.49,12.00,116.94,0.47,14.20,127.65,0.51,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039082,2025-09-04,19:24:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039142,2025-09-04,19:25:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039202,2025-09-04,19:26:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039262,2025-09-04,19:27:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039322,2025-09-04,19:28:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039382,2025-09-04,19:29:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039442,2025-09-04,19:30:42,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757039502,2025-09-04,19:31:42,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757039562,2025-09-04,19:32:42,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757039622,2025-09-04,19:33:42,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757039683,2025-09-04,19:34:43,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757041640,2025-09-04,20:07:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757041700,2025-09-04,20:08:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757041760,2025-09-04,20:09:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757041821,2025-09-04,20:10:21,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757041880,2025-09-04,20:11:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757041940,2025-09-04,20:12:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757042000,2025-09-04,20:13:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757042060,2025-09-04,20:14:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757042120,2025-09-04,20:15:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042180,2025-09-04,20:16:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042240,2025-09-04,20:17:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042300,2025-09-04,20:18:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042360,2025-09-04,20:19:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042420,2025-09-04,20:20:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757042480,2025-09-04,20:21:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.20,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757042540,2025-09-04,20:22:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042600,2025-09-04,20:23:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042660,2025-09-04,20:24:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042720,2025-09-04,20:25:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042780,2025-09-04,20:26:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042840,2025-09-04,20:27:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042900,2025-09-04,20:28:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757042960,2025-09-04,20:29:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.54,23.74,116.71,0.52,0.00,113.56,0.43999999999999995,5.38,113.24,0.33999999999999997,0.00,119.84,0.59,15.00,116.94,0.45999999999999996,14.20,127.65,0.41000000000000003,10.60,113.70,0.48,0.00,120.31,0.66,0.00,111.99,0.45999999999999996
1757043020,2025-09-04,20:30:20,0.00,119.74,0.56,8.00,116.99,0.5700000000000001,0.00,115.08,0.5,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.39,0.00,119.84,0.5,15.00,116.94,0.5,14.10,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.61,0.00,111.99,0.42999999999999994
1757043080,2025-09-04,20:31:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,23.74,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.38,0.00,119.84,0.5,15.00,116.94,0.49,14.10,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043140,2025-09-04,20:32:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.38,0.00,119.84,0.5,15.00,116.94,0.49,14.10,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043200,2025-09-04,20:33:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.56,0.00,113.56,0.43999999999999995,5.38,113.24,0.38,0.00,119.84,0.5,15.00,116.94,0.49,14.10,127.65,0.5,10.60,113.70,0.43999999999999995,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043260,2025-09-04,20:34:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.54,0.00,113.56,0.43999999999999995,6.14,113.24,0.38,0.00,119.84,0.51,15.00,116.94,0.49,14.10,127.65,0.49,13.50,113.70,0.45999999999999996,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043320,2025-09-04,20:35:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.54,0.00,113.56,0.43999999999999995,6.14,113.24,0.38,0.00,119.84,0.51,15.00,116.94,0.49,14.10,127.65,0.49,13.50,113.70,0.45999999999999996,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043380,2025-09-04,20:36:20,0.00,119.76,0.56,8.00,117.00,0.56,0.00,115.08,0.51,24.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.52,15.00,116.94,0.49,14.10,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.98,0.43999999999999995
1757043440,2025-09-04,20:37:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.52,15.00,116.94,0.49,14.10,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043500,2025-09-04,20:38:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.52,15.00,116.94,0.49,14.10,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043560,2025-09-04,20:39:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.52,15.00,116.94,0.49,14.10,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043620,2025-09-04,20:40:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.52,15.00,116.94,0.49,14.10,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043680,2025-09-04,20:41:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.51,24.86,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.51,15.00,116.94,0.49,15.40,127.65,0.49,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043740,2025-09-04,20:42:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.52,25.06,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.38,0.00,119.84,0.51,15.00,116.94,0.48,15.50,127.65,0.49,12.70,113.70,0.47,0.00,120.31,0.62,0.00,111.99,0.43999999999999995
1757043800,2025-09-04,20:43:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.52,24.96,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.37,0.00,119.84,0.52,15.00,116.94,0.48,15.50,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.63,0.00,111.99,0.43999999999999995
1757043860,2025-09-04,20:44:20,0.00,119.74,0.56,8.00,116.99,0.56,0.00,115.08,0.52,24.96,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.37,0.00,119.84,0.51,15.00,116.94,0.48,15.90,127.65,0.49,12.70,113.70,0.47,0.00,120.31,0.63,0.00,111.99,0.43999999999999995
1757043920,2025-09-04,20:45:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.52,25.06,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.37,0.00,119.84,0.52,15.00,116.94,0.48,15.90,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.63,0.00,111.99,0.44999999999999996
1757043980,2025-09-04,20:46:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.52,25.34,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.37,0.00,119.84,0.52,15.00,116.94,0.48,15.90,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.63,0.00,111.99,0.44999999999999996
1757044040,2025-09-04,20:47:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.52,25.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.37,0.00,119.84,0.52,15.00,116.94,0.48,16.50,127.65,0.48,12.70,113.70,0.47,0.00,120.31,0.63,0.00,111.99,0.44999999999999996
1757044100,2025-09-04,20:48:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044160,2025-09-04,20:49:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044220,2025-09-04,20:50:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044280,2025-09-04,20:51:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.54,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044340,2025-09-04,20:52:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.94,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044400,2025-09-04,20:53:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044460,2025-09-04,20:54:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044520,2025-09-04,20:55:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.53,0.00,113.56,0.43999999999999995,6.02,113.24,0.36,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,12.70,113.70,0.47,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
